,monitor_id,label,location,latitude,longitude,code,serial_number,last_calibrated,monitor_type_id,latest_reading_id,monitor_type,latest_reading,latest_averages,num_readings,current_rating,air_reading_id,project_id,recorded_at,pm10,pm2_5,no2,o3,so2,co,date,time,secs_since,time_since,status
24,1991,Station 49,"Davitt Road, Inchicore, Dublin 12",53.336258,-6.309002,EPA-49,EPA-49,0000-00-00,25,330237511.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237511, 'monitor_id': 1991, 'project_id': 2399, 'recorded_at': '2022-03-15 13:30:00', 'pm10': 5.3208, 'pm2_5': 3.067, 'no2': 0.9222, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '13:30', 'secs_since': 5380, 'time_since': '1 hour', 'status': 'green'}","{'pm10': {'start': '2022-03-14 13:01:00', 'end': '2022-03-15 13:00:00', 'value': 16.76, 'num_readings': 96, 'percentage_capture': 100, 'rating': 2}, 'pm2_5': {'start': '2022-03-14 13:01:00', 'end': '2022-03-15 13:00:00', 'value': 9.56, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'no2': {'start': '2022-03-15 12:01:00', 'end': '2022-03-15 13:00:00', 'value': 3.88, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}}",65818,1,330237511.0,2399.0,2022-03-15 13:30:00,5.3208,3.067,0.9222,,,,15-03-2022,13:30,5380.0,1 hour,green
25,2090,TNO4158,"Deansgrange, Co. Dublin",53.286763,-6.173349,TNO4158,TNO4158,0000-00-00,19,330247640.0,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 330247640, 'monitor_id': 2090, 'project_id': 2497, 'recorded_at': '2022-03-15 14:45:00', 'pm10': 5.4, 'pm2_5': 4.5600000000000005, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:45', 'secs_since': 880, 'time_since': '14 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 6.17, 'num_readings': 94, 'percentage_capture': 97, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 5.28, 'num_readings': 94, 'percentage_capture': 97, 'rating': 1}}",51871,1,330247640.0,2497.0,2022-03-15 14:45:00,5.4,4.5600000000000005,,,,,15-03-2022,14:45,880.0,14 mins,green
26,3769,TNO4436,"Donnybrook, Dublin 4",53.322562,-6.237014,TNO4436-EPA,TNO4436-EPA,0000-00-00,19,330245847.0,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 330245847, 'monitor_id': 3769, 'project_id': 2497, 'recorded_at': '2022-03-15 14:45:00', 'pm10': 7.3, 'pm2_5': 4.5600000000000005, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:45', 'secs_since': 880, 'time_since': '14 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 8.83, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 5.74, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}}",9472,1,330245847.0,2497.0,2022-03-15 14:45:00,7.3,4.5600000000000005,,,,,15-03-2022,14:45,880.0,14 mins,green
27,3743,TNO4325,"Drumcondra Library, Dublin 9",53.369894,-6.259124,TNO4325-EPA,TNO4325-EPA,0000-00-00,19,324614315.0,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 324614315, 'monitor_id': 3743, 'project_id': 2497, 'recorded_at': '2022-02-28 18:45:00', 'pm10': 11.3, 'pm2_5': 8.84, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '28-02-2022', 'time': '18:45', 'secs_since': 1282480, 'time_since': '2 weeks', 'status': 'red'}","{'pm10': {'start': '2022-02-27 18:01:00', 'end': '2022-02-28 18:00:00', 'value': 8.09, 'num_readings': 95, 'percentage_capture': 98}, 'pm2_5': {'start': '2022-02-27 18:01:00', 'end': '2022-02-28 18:00:00', 'value': 6.8100000000000005, 'num_readings': 95, 'percentage_capture': 98}}",45444,0,324614315.0,2497.0,2022-02-28 18:45:00,11.3,8.84,,,,,28-02-2022,18:45,1282480.0,2 weeks,red
28,1997,Station 55,"Dublin Airport, Swords, Co. Dublin",53.426139,-6.239127,EPA-55,EPA-55,0000-00-00,25,330237530.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237530, 'monitor_id': 1997, 'project_id': 2399, 'recorded_at': '2022-03-15 13:00:00', 'pm10': 15.3908, 'pm2_5': 5.1702, 'no2': 25.7316, 'o3': 23.6357, 'so2': 3.4296, 'co': 0.1164, 'date': '15-03-2022', 'time': '13:00', 'secs_since': 7180, 'time_since': '1 hour', 'status': 'green'}","{'pm10': {'start': '2022-03-14 13:01:00', 'end': '2022-03-15 13:00:00', 'value': 14.27, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 13:01:00', 'end': '2022-03-15 13:00:00', 'value': 6.68, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'o3': {'start': '2022-03-15 05:01:00', 'end': '2022-03-15 13:00:00', 'value': 7.23, 'num_readings': 32, 'percentage_capture': 100, 'rating': 1}, 'no2': {'start': '2022-03-15 12:01:00', 'end': '2022-03-15 13:00:00', 'value': 31.59, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}, 'so2': {'start': '2022-03-15 12:01:00', 'end': '2022-03-15 13:00:00', 'value': 3.69, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}, 'co': {'start': '2022-03-15 12:01:00', 'end': '2022-03-15 13:00:00', 'value': 0.1, 'num_readings': 4, 'percentage_capture': 100, 'rating': None}}",59819,1,330237530.0,2399.0,2022-03-15 13:00:00,15.3908,5.1702,25.7316,23.6357,3.4296,0.1164,15-03-2022,13:00,7180.0,1 hour,green
29,2018,Station 76,"Dublin Port, Dublin 1",53.351627,-6.203812,EPA-76,EPA-76,0000-00-00,25,330237599.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237599, 'monitor_id': 2018, 'project_id': 2399, 'recorded_at': '2022-03-15 14:00:00', 'pm10': 28.5012, 'pm2_5': 6.0358, 'no2': 17.4271, 'o3': None, 'so2': 1.9661, 'co': None, 'date': '15-03-2022', 'time': '14:00', 'secs_since': 3580, 'time_since': '59 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 29.8, 'num_readings': 96, 'percentage_capture': 100, 'rating': 2}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 10.16, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'no2': {'start': '2022-03-15 13:01:00', 'end': '2022-03-15 14:00:00', 'value': 26.9, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}, 'so2': {'start': '2022-03-15 13:01:00', 'end': '2022-03-15 14:00:00', 'value': 3.11, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}}",63226,2,330237599.0,2399.0,2022-03-15 14:00:00,28.5012,6.0358,17.4271,,1.9661,,15-03-2022,14:00,3580.0,59 mins,green
30,1982,Station 34,"Dún Laoghaire, Co. Dublin",53.285994,-6.132003,EPA-34,EPA-34,0000-00-00,25,330237479.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237479, 'monitor_id': 1982, 'project_id': 2399, 'recorded_at': '2022-03-15 14:00:00', 'pm10': 5.9696, 'pm2_5': 3.1735, 'no2': 11.6535, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:00', 'secs_since': 3580, 'time_since': '59 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 10.1, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 6.85, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'no2': {'start': '2022-03-15 13:01:00', 'end': '2022-03-15 14:00:00', 'value': 10.34, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}}",65777,1,330237479.0,2399.0,2022-03-15 14:00:00,5.9696,3.1735,11.6535,,,,15-03-2022,14:00,3580.0,59 mins,green
31,1988,Station 46,"Finglas, Dublin 11",53.390252,-6.305162,EPA-46,EPA-46,0000-00-00,23,330237499.0,"{'monitor_type_id': 23, 'name': 'Fidas 200', 'manufacturer': 'Palas', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237499, 'monitor_id': 1988, 'project_id': 2399, 'recorded_at': '2022-03-15 14:00:00', 'pm10': 6.134, 'pm2_5': 3.145, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:00', 'secs_since': 3580, 'time_since': '59 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 16.24, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 9.45, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}}",65708,1,330237499.0,2399.0,2022-03-15 14:00:00,6.134,3.145,,,,,15-03-2022,14:00,3580.0,59 mins,green
32,3578,TNO4324,"Lord Edward Street, Dublin 2",53.343628,-6.270197,TNO4324-EPA,TNO4324-EPA,0000-00-00,19,330246567.0,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 330246567, 'monitor_id': 3578, 'project_id': 2497, 'recorded_at': '2022-03-15 14:45:00', 'pm10': 15, 'pm2_5': 5.72, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:45', 'secs_since': 880, 'time_since': '14 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 15.6, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 7, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}}",79097,1,330246567.0,2497.0,2022-03-15 14:45:00,15.0,5.72,,,,,15-03-2022,14:45,880.0,14 mins,green
33,1989,Station 47,"Marino, Dublin 3",53.368098,-6.22794,EPA-47,EPA-47,0000-00-00,23,330237503.0,"{'monitor_type_id': 23, 'name': 'Fidas 200', 'manufacturer': 'Palas', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237503, 'monitor_id': 1989, 'project_id': 2399, 'recorded_at': '2022-03-15 14:00:00', 'pm10': 6.119, 'pm2_5': 3.185, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:00', 'secs_since': 3580, 'time_since': '59 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 25.35, 'num_readings': 96, 'percentage_capture': 100, 'rating': 2}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 11.55, 'num_readings': 96, 'percentage_capture': 100, 'rating': 2}}",65509,2,330237503.0,2399.0,2022-03-15 14:00:00,6.119,3.185,,,,,15-03-2022,14:00,3580.0,59 mins,green
34,2011,Station 69,"Pearse Street, Dublin 2",53.345053,-6.254344,EPA-69,EPA-69,0000-00-00,25,330237569.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237569, 'monitor_id': 2011, 'project_id': 2399, 'recorded_at': '2022-03-15 13:00:00', 'pm10': 25.6731, 'pm2_5': 5.5491, 'no2': 38.6644, 'o3': 52.9326, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '13:00', 'secs_since': 7180, 'time_since': '1 hour', 'status': 'green'}","{'pm10': {'start': '2022-03-14 13:01:00', 'end': '2022-03-15 13:00:00', 'value': 24.57, 'num_readings': 96, 'percentage_capture': 100, 'rating': 2}, 'pm2_5': {'start': '2022-03-14 13:01:00', 'end': '2022-03-15 13:00:00', 'value': 9.12, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'o3': {'start': '2022-03-15 05:01:00', 'end': '2022-03-15 13:00:00', 'value': 16.56, 'num_readings': 32, 'percentage_capture': 100, 'rating': 1}, 'no2': {'start': '2022-03-15 12:01:00', 'end': '2022-03-15 13:00:00', 'value': 64.79, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}}",64292,2,330237569.0,2399.0,2022-03-15 13:00:00,25.6731,5.5491,38.6644,52.9326,,,15-03-2022,13:00,7180.0,1 hour,green
35,1990,Station 48,"Phoenix Park, Dublin 8",53.364641,-6.348076,EPA-48,EPA-48,0000-00-00,23,330237507.0,"{'monitor_type_id': 23, 'name': 'Fidas 200', 'manufacturer': 'Palas', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237507, 'monitor_id': 1990, 'project_id': 2399, 'recorded_at': '2022-03-15 14:00:00', 'pm10': 9.966, 'pm2_5': 3.613, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:00', 'secs_since': 3580, 'time_since': '59 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 10.38, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 5.33, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}}",56021,1,330237507.0,2399.0,2022-03-15 14:00:00,9.966,3.613,,,,,15-03-2022,14:00,3580.0,59 mins,green
36,1968,Station 17,"Ringsend, Dublin 4",53.341787,-6.226506,EPA-17,EPA-17,0000-00-00,25,330237434.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237434, 'monitor_id': 1968, 'project_id': 2399, 'recorded_at': '2022-03-15 14:00:00', 'pm10': 10.2517, 'pm2_5': 5.4522, 'no2': 10.8736, 'o3': None, 'so2': 4.2929, 'co': None, 'date': '15-03-2022', 'time': '14:00', 'secs_since': 3580, 'time_since': '59 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 35.31, 'num_readings': 86, 'percentage_capture': 89, 'rating': 3}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 12.05, 'num_readings': 86, 'percentage_capture': 89, 'rating': 2}, 'no2': {'start': '2022-03-15 13:01:00', 'end': '2022-03-15 14:00:00', 'value': 15.27, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}, 'so2': {'start': '2022-03-15 13:01:00', 'end': '2022-03-15 14:00:00', 'value': 4.66, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}}",65529,2,330237434.0,2399.0,2022-03-15 14:00:00,10.2517,5.4522,10.8736,,4.2929,,15-03-2022,14:00,3580.0,59 mins,green
37,1970,Station 22,"Rathmines, Dublin 6",53.322029,-6.267154,EPA-22,EPA-22,0000-00-00,25,330246160.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330246160, 'monitor_id': 1970, 'project_id': 2399, 'recorded_at': '2022-03-15 14:30:00', 'pm10': 5.1811, 'pm2_5': 2.6334, 'no2': 9.9174, 'o3': 75.6991, 'so2': 1.7887, 'co': None, 'date': '15-03-2022', 'time': '14:30', 'secs_since': 1780, 'time_since': '29 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 4.35, 'num_readings': 29, 'percentage_capture': 30, 'rating': 0}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 2.19, 'num_readings': 29, 'percentage_capture': 30, 'rating': 0}, 'o3': {'start': '2022-03-15 06:01:00', 'end': '2022-03-15 14:00:00', 'value': 66.82, 'num_readings': 29, 'percentage_capture': 90, 'rating': 3}, 'no2': {'start': '2022-03-15 13:01:00', 'end': '2022-03-15 14:00:00', 'value': 11.21, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}, 'so2': {'start': '2022-03-15 13:01:00', 'end': '2022-03-15 14:00:00', 'value': 1.6600000000000001, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}}",64852,3,330246160.0,2399.0,2022-03-15 14:30:00,5.1811,2.6334,9.9174,75.6991,1.7887,,15-03-2022,14:30,1780.0,29 mins,green
38,2534,TNO4488,"Sandymount Green, Dublin 4",53.33192,-6.215766,TNO4488-EPA,TNO4488-EPA,0000-00-00,19,275039727.0,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 275039727, 'monitor_id': 2534, 'project_id': 2497, 'recorded_at': '2021-10-19 12:00:00', 'pm10': 3.9, 'pm2_5': 2.12, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '19-10-2021', 'time': '12:00', 'secs_since': 12715181, 'time_since': '5 months', 'status': 'red'}","{'pm10': {'start': '2021-10-18 12:01:00', 'end': '2021-10-19 12:00:00', 'value': 0.26, 'num_readings': 94, 'percentage_capture': 97}, 'pm2_5': {'start': '2021-10-18 12:01:00', 'end': '2021-10-19 12:00:00', 'value': 0.13, 'num_readings': 94, 'percentage_capture': 97}}",24115,0,275039727.0,2497.0,2021-10-19 12:00:00,3.9,2.12,,,,,19-10-2021,12:00,12715181.0,5 months,red
39,1994,Station 52,"St. Anne's Park, Dublin 5",53.372904,-6.17939,EPA-52,EPA-52,0000-00-00,23,330237519.0,"{'monitor_type_id': 23, 'name': 'Fidas 200', 'manufacturer': 'Palas', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237519, 'monitor_id': 1994, 'project_id': 2399, 'recorded_at': '2022-03-15 14:15:00', 'pm10': 6.423, 'pm2_5': 3.499, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:15', 'secs_since': 2681, 'time_since': '44 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 12.97, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 8.34, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}}",65770,1,330237519.0,2399.0,2022-03-15 14:15:00,6.423,3.499,,,,,15-03-2022,14:15,2681.0,44 mins,green
40,1999,Station 57,"St. John’s Road, Kilmainham, Dublin 8",53.345806,-6.294603,EPA-57,EPA-57,0000-00-00,25,330237540.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237540, 'monitor_id': 1999, 'project_id': 2399, 'recorded_at': '2022-03-15 14:00:00', 'pm10': 11.2341, 'pm2_5': 4.4606, 'no2': 18.0498, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:00', 'secs_since': 3581, 'time_since': '59 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 18.75, 'num_readings': 96, 'percentage_capture': 100, 'rating': 2}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 9.9, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'no2': {'start': '2022-03-15 13:01:00', 'end': '2022-03-15 14:00:00', 'value': 32.33, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}}",65771,2,330237540.0,2399.0,2022-03-15 14:00:00,11.2341,4.4606,18.0498,,,,15-03-2022,14:00,3581.0,59 mins,green
41,2003,Station 61,"Swords Council Depot, Co. Dublin",53.463067,-6.222234,EPA-61,EPA-61,0000-00-00,25,330246180.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330246180, 'monitor_id': 2003, 'project_id': 2399, 'recorded_at': '2022-03-15 13:30:00', 'pm10': None, 'pm2_5': None, 'no2': 9.1056, 'o3': 84.9015, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '13:30', 'secs_since': 5381, 'time_since': '1 hour', 'status': 'green'}","{'o3': {'start': '2022-03-15 05:01:00', 'end': '2022-03-15 13:00:00', 'value': 34.53, 'num_readings': 32, 'percentage_capture': 100, 'rating': 2}, 'no2': {'start': '2022-03-15 12:01:00', 'end': '2022-03-15 13:00:00', 'value': 16.71, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}}",64633,2,330246180.0,2399.0,2022-03-15 13:30:00,,,9.1056,84.9015,,,15-03-2022,13:30,5381.0,1 hour,green
42,1986,Station 44,"Tallaght, Dublin 24",53.280699,-6.358851,EPA-44,EPA-44,0000-00-00,25,330237491.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237491, 'monitor_id': 1986, 'project_id': 2399, 'recorded_at': '2022-03-15 14:00:00', 'pm10': 4.6033, 'pm2_5': 2.55, 'no2': 14.6221, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:00', 'secs_since': 3581, 'time_since': '59 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 7.65, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 4.84, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'no2': {'start': '2022-03-15 13:01:00', 'end': '2022-03-15 14:00:00', 'value': 9.66, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}}",64488,1,330237491.0,2399.0,2022-03-15 14:00:00,4.6033,2.55,14.6221,,,,15-03-2022,14:00,3581.0,59 mins,green
43,3192,TNO4390,"TU Dublin, Dublin 7",53.357689,-6.287134,TNO4390-EPA,TNO4390-EPA,0000-00-00,19,330246554.0,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 330246554, 'monitor_id': 3192, 'project_id': 2497, 'recorded_at': '2022-03-15 14:45:00', 'pm10': 6.5, 'pm2_5': 4.34, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:45', 'secs_since': 881, 'time_since': '14 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 10.02, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 6.17, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}}",20349,1,330246554.0,2497.0,2022-03-15 14:45:00,6.5,4.34,,,,,15-03-2022,14:45,881.0,14 mins,green
44,2135,TNT1088,"Walkinstown Library, Dublin 12",53.318902,-6.32176,TNT1088-EPA,TNT1088-EPA,0000-00-00,27,330249307.0,"{'monitor_type_id': 27, 'name': 'Topas', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNT1234', 'sample_serial_number': 'TNT1234'}","{'air_reading_id': 330249307, 'monitor_id': 2135, 'project_id': 2497, 'recorded_at': '2022-03-15 14:45:00', 'pm10': 3.8, 'pm2_5': 2.44, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:45', 'secs_since': 881, 'time_since': '14 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 3.35, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 2.59, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}}",261052,1,330249307.0,2497.0,2022-03-15 14:45:00,3.8,2.44,,,,,15-03-2022,14:45,881.0,14 mins,green
45,2492,TNO4438,"Weaver Park, Dublin 8",53.338252,-6.280805,TNO4438-EPA,TNO4438-EPA,0000-00-00,19,330249335.0,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 330249335, 'monitor_id': 2492, 'project_id': 2497, 'recorded_at': '2022-03-15 14:51:12', 'pm10': 13.3, 'pm2_5': 6.03, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:51', 'secs_since': 509, 'time_since': '8 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 13.3, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 6.97, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}}",36027,1,330249335.0,2497.0,2022-03-15 14:51:12,13.3,6.03,,,,,15-03-2022,14:51,509.0,8 mins,green
